Unnamed: 0,person,text,type,book,ms,city,shelfmark,folia,date
418,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Lisbon, Biblioteca Nacional Alcobaca XCIII/247. 1189. 183 ff. (S)",Lisbon, Biblioteca Nacional Alcobaca XCIII/247. 1189. 183 ff. (S),(S),unknown
419,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"London, British Library Add. 11695. 280 ff, saec. xi-xii. Silos. (S)",London, British Library Add. 11695. 280 ff,,xi-xii
420,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"London, Henry Yates Thompson 97. (S)",London, Henry Yates Thompson 97. (S),,unknown
421,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Madrid, Academia de la Historia 33, saec. xi inc. San Millan. (S)",Madrid, Academia de la Historia 33,,xi inc
422,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Madrid, Archivio Historico Nacional 1097B. 165 ff. 968-970. (S)",Madrid, Archivio Historico Nacional 1097B. 165 ff. 968-970. (S),968-970,unknown
423,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Madrid, Biblioteca Nacional 53 (Vitr. 14,2 (B. 31.)), saec. xi. 313 ff. Leon, Catedral. (S)",Madrid, Biblioteca Nacional 53 (Vitr. 14,"Leon, Catedral",xi
424,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Madrid, Biblioteca. Nacional 52 (Vitr. 14,1 (Hh58.)). 143 ff, saec. x inc. (S)",Madrid, Biblioteca. Nacional 52 (Vitr. 14,,x inc
425,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Madrid, Biblioteca Nacional 4031. siglo XVIII.",Madrid, Biblioteca Nacional 4031. siglo XVIII.,,unknown
426,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Madrid, Museo Arqueológico Nacional 2.1, saec. xii ex. (S)",Madrid, Museo Arqueológico Nacional 2.1,,xii ex
427,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Madrid, Bibliotheca Real, 2 B 3. 191 ff, saec. xii ex. (S)",Madrid, Bibliotheca Real,,xii ex
428,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Manchester, John Rylands Library Lat. 8, saec. xii ex. 248 ff. Altamira. (S)",Manchester, John Rylands Library Lat. 8,Altamira,xii ex
429,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Mexico, Archivo General de la Nación, ms. Ilustr. 4852 (fondo Inquisición, vol. 67, fol. 25v), saec. xiii.",Mexico, Archivo General de la Nación,,xiii
430,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Montserrat, Biblioteca del Monasterio de Santa Maria 793-VIII, saec. xi in. Fragment.",Montserrat, Biblioteca del Monasterio de Santa Maria 793-VIII,,xi in
431,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"New York, B.H. Breslauer Collection. Saec. xii.",New York, B.H. Breslauer Collection. Saec. xii.,,unknown
432,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"New York, Morgan Library 429. 182 ff. 1220. (S)",New York, Morgan Library 429. 182 ff. 1220. (S),1220,unknown
433,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"New York, Morgan Library 644. 302 ff, saec. x inc. (S)",New York, Morgan Library 644. 302 ff,,x inc
434,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Paris, Bibliothèque nationale de France lat. 8878. 292 ff, saec. xi. Saint Sever. (S)",Paris, Bibliothèque nationale de France lat. 8878. 292 ff,,xi
435,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Paris, Bibliothèque nationale de France n.a.l.. 1366. 157 ff, saec. xii ex. (S)",Paris, Bibliothèque nationale de France n.a.l.. 1366. 157 ff,,xii ex
436,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Paris, Bibliothèque nationale de France n.a.l. 2290. 167 ff, saec. xii ex. (S)",Paris, Bibliothèque nationale de France n.a.l. 2290. 167 ff,,xii ex
437,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Paris, J.J., Marquis  de Vasselot, ms. 1, saec. xii-xiii.",Paris, J.J.,,xii-xiii
438,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Rome, Bibl. Corsiniana 369. 171 ff, saec. xi. (S)",Rome, Bibl. Corsiniana 369. 171 ff,,xi
439,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Salamanca, Universidad 2632, saec. xii.",Salamanca, Universidad 2632,,xii
440,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Seo d'Urgel, Cathedral 26. 205 ff, saec. x ex. (S)",Seo d'Urgel, Cathedral 26. 205 ff,,x ex
441,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Silos, Biblioteca del Monasterio de Santo Domingo Frag. 1-3, saec. x.",Silos, Biblioteca del Monasterio de Santo Domingo Frag. 1-3,,x
442,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Silos, Biblioteca del Monasterio de Santo Domingo Frag. 4, saec. xi in.",Silos, Biblioteca del Monasterio de Santo Domingo Frag. 4,,xi in
443,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Turin, Biblioteca Nazionale cod. Lat. 93 J II 1, saec. xii. 214 ff. (S)",Turin, Biblioteca Nazionale cod. Lat. 93 J II 1,(S),xii
444,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Vallodolid, Biblioteca Universitaria 433. 230 leaves. 970. (S)",Vallodolid, Biblioteca Universitaria 433. 230 leaves. 970. (S),,unknown
445,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Vatican, Biblioteca Apostolica lat. 7621. 1552. 255 ff. (S)",Vatican, Biblioteca Apostolica lat. 7621. 1552. 255 ff. (S),(S),unknown
446,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Zaragoza, Colección Ángel Canellas (10), saec. x-xi.",Zaragoza, Colección Ángel Canellas (10),,x-xi
447,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Zaragoza, Colección Tadeo de Lasela, saec. x.",Zaragoza, Colección Tadeo de Lasela,,x
448,Pseudo-Bede,Commentum in Pentateuchum,Commentary,Pentateuch,"Boulogne sur-Mer, Bibliothèque municipale 16 bis, saec. ix1; O: N.E. France; P: St. Bertin. 129 ff. Attributed to Bede in the MS.",Boulogne sur-Mer, Bibliothèque municipale 16 bis,Attributed to Bede in the MS,ix1
449,Pseudo-Bede,Commentum in Pentateuchum,Commentary,Pentateuch,"Brussels, Bibliothèque Royale 9327-28 (V. d. G. 1354), f. 17-132, saec. ix1. O: near Paris; P: Liège, Saint-Laurent. Attributed to Bede in the MS *",Brussels, Bibliothèque Royale 9327-28 (V. d. G. 1354),17-132,ix1
450,Pseudo-Bede,Commentum in Pentateuchum,Commentary,Pentateuch,"Milan, Biblioteca Ambrosiana D.523 inf., f. 220-222, saec. xv; Milan. Stegmüller 10154-10158",Milan, Biblioteca Ambrosiana D.523 inf.,",",xv
451,Pseudo-Bede,Commentum in Pentateuchum,Commentary,Pentateuch,"Milan, Biblioteca Ambrosiana G.82 inf., f. 1-100, saec. xii2/4; Milan. Attributed to Isidore in the MS.",Milan, Biblioteca Ambrosiana G.82 inf.,",",xii2/4
452,Pseudo-Bede,Commentum in Pentateuchum,Commentary,Pentateuch,"Monte Cassino, Archivio della Badia 30, p. 347-411, saec. x-xi; near Rome. No attribution in the MS.",Monte Cassino, Archivio della Badia 30,347-411,x-xi
453,Pseudo-Bede,Commentum in Pentateuchum,Commentary,Pentateuch,"Oxford, Bodleian Library Lat. th. d. 3 [31383], saec. viii-ix. N. Italy. 182 ff. CLA II, 250. No attribution in the MS..                                                                                                                       7. Oxford, Bodleian Library, e Musaeo 36 [3575], p. 1-246, saec. xii2. Bury St. Edmunds. Later attribution to Bede in the MS.",Oxford, Bodleian Library Lat. th. d. 3 [31383],1-246,xii2
454,Pseudo-Bede,In Matthaei evangelium expositio,Exposition,Matthew,"Cologne, Dombibliothek 16, f. 1v-39v, saec. ix-x; Germany. Later attribution (saec. xvi?) to Bede in MS.",Cologne, Dombibliothek 16,1v-39v,ix-x
455,Pseudo-Bede,In Matthaei evangelium expositio,Exposition,Matthew,"Fulda, Landesbibliothek Aa 4o 19, f. 1r-56v, saec. ix2; Constance. Attributed to Hrabanus Maurus. (S)",Fulda, Landesbibliothek Aa 4o 19,1r-56v,ix2
456,Pseudo-Bede,In Matthaei evangelium expositio,Exposition,Matthew,"Ljubljana, Narodna in univerzitetna knjižnica 18 (Kos 13), f. 21-163. Attributed to Bede. (S)",Ljubljana, Narodna in univerzitetna knjižnica 18 (Kos 13),21-163,unknown
457,Pseudo-Bede,In Matthaei evangelium expositio,Exposition,Matthew,"Munich, Bayerische Staatsbibliothek Clm 3741, f. 8v-66, saec. x1/2. O: Reichenau; P: Augsburg. (S)",Munich, Bayerische Staatsbibliothek Clm 3741,8v-66,x1/2
458,Pseudo-Bede,In Matthaei evangelium expositio,Exposition,Matthew,"Nürnberg, Germanisches National Museum 3942, f. 1-92, saec. ix2. (S)",Nürnberg, Germanisches National Museum 3942,1-92,ix2
459,Pseudo-Bede,In Matthaei evangelium expositio,Exposition,Matthew,"Wolfenbüttel, Herzog August Bibliothek 4144 (Weissenburg 60), f. 1-77.  saec. ix ex. (S)",Wolfenbüttel, Herzog August Bibliothek 4144 (Weissenburg 60),1-77,ix ex
460,Pseudo-Bede,In S Joannis evangelium expositio,Exposition,Gospel of John,"Vatican, Biblioteca Apostolica Reg. lat. 307, saec. ix2/4; Lyon.",Vatican, Biblioteca Apostolica Reg. lat. 307,,ix2/4
461,Pseudo-Bede,Homiliae in D Pauli epistolas,unknown,unknown,"Avranches, Bibliothèque municipale 29, f. 1-98, saec. x; Mont-Saint-Michel.",Avranches, Bibliothèque municipale 29,1-98,x
462,Pseudo-Bede,Homiliae in D Pauli epistolas,unknown,unknown,"Cologne, Dombibliothek 172, saec. x.",Cologne, Dombibliothek 172,,x
463,Pseudo-Bede,Homiliae in D Pauli epistolas,unknown,unknown,"Melk, Stiftsbibliothek Q. 52, saec. ix-x.",Melk, Stiftsbibliothek Q. 52,,ix-x
464,Pseudo-Bede,Homiliae in D Pauli epistolas,unknown,unknown,"Munich, Bayerische Stiftsbibliothek Clm 6264, saec. xi; Freising.",Munich, Bayerische Stiftsbibliothek Clm 6264,,xi
465,Pseudo-Bede,Homiliae in D Pauli epistolas,unknown,unknown,"Munich, Bayerische Stiftsbibliothek Clm 14410 et 14472, saec. ix1/3; Regensburg, St-Emmeran.",Munich, Bayerische Stiftsbibliothek Clm 14410 et 14472,,ix1/3
466,Pseudo-Bede,Homiliae in D Pauli epistolas,unknown,unknown,"Oxford, Bodleian Laud. Misc. 427, saec. ix ex.",Oxford, Bodleian Laud. Misc. 427,,ix ex
467,Pseudo-Bede,Homiliae in D Pauli epistolas,unknown,unknown,"Trier, Stadbibliothek 216, saec. xi; St. Simeon.",Trier, Stadbibliothek 216,,xi
468,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Angers, Bibliothèque municipale 76 (68), f. 1-169, saec. xii. (C,S)",Angers, Bibliothèque municipale 76 (68),1-169,xii
469,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Armagh, Public Library G IV 5. Pontigny.",Armagh, Public Library G IV 5. Pontigny.,,unknown
470,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Barcelona, Biblioteca Central 103, f. 1-106, saec. xiv. Expl.: ... participes esse mereamur. Quod ipse praestare dignetur, qui cum Patre etc.; -- Cives caelestis patriae, rex regum concinite ... canamus tibi cantica. Amen. (C)",Barcelona, Biblioteca Central 103,1-106,xiv
471,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Berlin, Staatsbibliothek - Preussischer Kulturbesitz, theol. lat. fol. 224 (Rose 350), saec. xii; Rochester, St. Andreas.. (C,S)",Berlin, Staatsbibliothek - Preussischer Kulturbesitz,,xii
472,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Cambridge, Corpus Christi College 134 (P 8), f. 4-170, saec. xii. (C,S)",Cambridge, Corpus Christi College 134 (P 8),4-170,xii
473,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Cambridge, Gonville and Caius College 142 (192), f. 1-97, saec. xv. (C,S)",Cambridge, Gonville and Caius College 142 (192),1-97,xv
474,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Cambridge, Gonville and Caius College 301 (515), f. 1-124. (C,S)",Cambridge, Gonville and Caius College 301 (515),1-124,unknown
475,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Cambridge, Gonville and Caius College 320 (684), f. 1-126, saec. xiv. (C,S)",Cambridge, Gonville and Caius College 320 (684),1-126,xiv
476,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Cambridge, Pembroke College 85 III, f. 1-17, saec. xii-xiii. (C,S)",Cambridge, Pembroke College 85 III,1-17,xii-xiii
477,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Cambridge, Trinity College 15 (B.1.16), f. 1-172v, saec. xi/xii. O: Canterbury? Normandy? (Gameson; P: Canterbury, Christ Church. Expl: ... et vitae aeternae participes esse mereamur. Ipso praestante qui etc. (C,S) *",Cambridge, Trinity College 15 (B.1.16),1-172v,xi/xii
478,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Durham, Cathedral A I 10. (C,S)",Durham, Cathedral A I 10. (C,,unknown
479,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"El Escorial, Bibl. del real mon. de S. Lorenzo Vitr. 1 (I B 3), f. 2-47, saec. xv. (C)",El Escorial, Bibl. del real mon. de S. Lorenzo Vitr. 1 (I B 3),2-47,xv
480,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Kopenhagen, Königl. Bibl., Thott. Fol. 62, f. 1-141, saec. xiv. (C,S)",Kopenhagen, Königl. Bibl.,1-141,xiv
481,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Leiden, Universiteit BPL 72, f. 1-144, saec. xii. (C,S)",Leiden, Universiteit BPL 72,1-144,xii
482,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Lisbon, Biblioteca Nacional, Alcobaça, 232 (50), f. 103-214, saec. xiii. (C,S)",Lisbon, Biblioteca Nacional,103-214,xiii
483,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"London, British Library Harley 1919. (C,S) *",London, British Library Harley 1919. (C,,unknown
484,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"London, Lambeth Palace 358, f. 1-133, saec. xii. (C,S)",London, Lambeth Palace 358,1-133,xii
485,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"London, Lambeth Palace 359, f. 1-180, saec. xi? (C,S)",London, Lambeth Palace 359,1-180,xi?
486,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"New Haven, Yale University, Beinecke Library 1083, saec. xi; N. France.",New Haven, Yale University,,xi
487,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"New York, Morgan Library M.133. ca. 1415; Paris.  The Berry Apocalypse, excerpts of the Apocalypse in French, accompanied by Berengaudus’ commentary.",New York, Morgan Library M.133. ca. 1415; Paris.  The Berry Apocalypse,,unknown
488,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, Bodleian Library, Douce 330 (SC 21904), saec. xii. (C,S)",Oxford, Bodleian Library,,xii
489,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, Bodleian Library, Auct. D. 4 15 (SC 27633), saec. xii. (C,S)",Oxford, Bodleian Library,,xii
490,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, Bodleian Library, Canonici Bibl. 62, saec. xiii. (C,S)",Oxford, Bodleian Library,,xiii
491,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, Bodleian Library, Laud misc. 209 (SC 1341), f. 1-128, saec. xii. (C,S)",Oxford, Bodleian Library,1-128,xii
492,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, Bodleian Library, Laud misc. 373 (SC 965), f. 1-180, saec. xii. (C,S)",Oxford, Bodleian Library,1-180,xii
493,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, Corpus Christi College 143, saec. xiv. (C,S).",Oxford, Corpus Christi College 143,,xiv
494,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, New College 64, f. 1-118, saec. xii. (C,S)",Oxford, New College 64,1-118,xii
495,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, Oriel College 6, f. 176-233, saec. xv. (C,S)",Oxford, Oriel College 6,176-233,xv
496,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, St. John's College 73, f. 1-140, saec. xii. (C,S)",Oxford, St. John's College 73,1-140,xii
497,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Oxford, Trinity College 34, f. 1-133, saec. xii. (C,S)",Oxford, Trinity College 34,1-133,xii
498,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 688, saec. xiv. (C)",Paris, Bibliothèque nationale de France lat. 688,,xiv
499,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 2467, f. 4v-170v, saec. xii. (C,S)",Paris, Bibliothèque nationale de France lat. 2467,4v-170v,xii
500,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 2468, saec. xii. (C,S)",Paris, Bibliothèque nationale de France lat. 2468,,xii
501,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 10474, f. 1-47, saec. xiii; Lyon. (C,S)",Paris, Bibliothèque nationale de France lat. 10474,1-47,xiii
502,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 13217, saec. xii; St. Germain-des-Prés. (C,S)",Paris, Bibliothèque nationale de France lat. 13217,,xii
503,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 16299, f. 1-93, saec. xii. Expl. misit ergo angelus ignem, quem in turibulo posuerat, in terra. Quia doctrinam fidei, quam in cordibus apostolorum posuerat ... ut ex carnalibus spirituales efficiamur. Qui uiuit etc. (C,S)",Paris, Bibliothèque nationale de France lat. 16299,1-93,xii
504,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 17289, f. 48-159, saec. xii. (C)",Paris, Bibliothèque nationale de France lat. 17289,48-159,xii
505,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque Ste. Geneviève 79, f. 1-95, saec. xii. Expl: ... vel certe in melius commutandum. (C)",Paris, Bibliothèque Ste. Geneviève 79,1-95,xii
506,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Paris, Bibliothèque Universitaire 174, saec. xiii. (C,S)",Paris, Bibliothèque Universitaire 174,,xiii
507,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Roma, Biblioteca Alessandrina 169, f. 29r-104v. Expl. ... participes esse mereamur), saec. xiii. (C,S)",Roma, Biblioteca Alessandrina 169,29r-104v,xiii
508,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Rouen, Bibliothèque municipale 160 (A 353), f. 29-104, saec. xii . (C,S) *",Rouen, Bibliothèque municipale 160 (A 353),29-104,xii
509,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Sankt Gallen, Stiftsbibliothek 309B, f. 1-186, saec. xii. (C,S)",Sankt Gallen, Stiftsbibliothek 309B,1-186,xii
510,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Stonyhurst College, Jesuitae 28, saec. xiii. (C,S)",Stonyhurst College, Jesuitae 28,,xiii
511,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Tortosa, Archivio Capitular de la Catedral 130, f. 1-221, saec. xii. (C,S)",Tortosa, Archivio Capitular de la Catedral 130,1-221,xii
512,Berengaudus, Expositio super septem visiones libri Apocalypsis,Exposition,Apocalypse,"Tortosa, Archivio Ca[itular de la Catedral 228, f. 1-90, saec. xiv. Attributed to Bellangarius. Inc.: Sicut in saecularibus libris tria quaeruntur, intentio scilicet, utilitas, et cui parti philosophiae supponatur, sic in hoc diuino tria quaeruntur: Intentio, utilitas, et cui parti humanitatis, id est uitae, subiaceat. Vita enim alia philargica ... nunc ad titulum transeamus; - (S)",Tortosa, Archivio Ca[itular de la Catedral 228,1-90,xiv
